Skill,Count
GCIH,18
FISMA,18
HikVision,18
Sateon,18
Fike,18
Orisec,18
Honeywell Galaxy,18
CTec,18
Antivirus,18
Programming,18
Container Services,18
PaaS,18
Proxies,17
Governance,17
Secret Clearance,17
Qualys,17
WAF,17
Systems engineering,17
SAML,17
ISO27001,17
Enterprise Password Vaults,17
Attention to Detail,17
Access control,17
System administration,17
ISO17799/27001/27002,17
Windows Operating Systems,17
Network Vulnerability Assessment,17
Frame Relay,17
DMZ,17
NIST800171,17
Installation,17
Risco,17
PAC,17
Lacework,17
LDAP,17
Implementation,17
Customer service,17
Security Solutions,17
SSH,17
Confluence,17
Organizational Skills,16
VBScript,16
Multitasking,16
Databases,16
Security technologies,16
CISSP Certification,16
Ruby,16
COVID19 Vaccination,16
Flexibility,16
ISA,16
DoD,16
Cisco Nexus,16
Consultative Skills,16
Ziton,16
Protec,16
Intruder Alarms,16
Technical Writing,16
Reporting Metrics,16
Risk Assessments,16
AWS Certified Solutions Architect,16
ISO,15
GSEC,15
Zero Trust methodology,15
Cloud Infrastructure,15
SOAR,15
Ping,15
Okta,15
Threat Analysis,15
ITIL,15
Disaster Recovery,15
Tenable,15
Software engineering,15
Puppet,15
Data Diodes,15
Data protection,15
Operating systems,15
TLS,15
Analytical Ability,15
Security Frameworks,15
Travel,15
Aviglion,15
Data Protection,15
Data analysis,15
IT,15
IP Routing,15
Security Audits,15
Jira,15
Switching,15
Prioritization,15
Written Communication,14
Design,14
Infrastructure,14
ISO 27001/27005,14
Verbal Communication,14
Network Defense,14
Intrusion Detection,14
Load Balancing,14
Fire alarms,14
Critical Thinking,14
Security Clearance,14
SANS,14
VPC,14
IP Subnetting,14
Training,14
CompTIA Security+,14
Regulatory Compliance,14
CASB,14
Google Cloud Platform,14
Nessus,14
CIS benchmarks,14
Security best practices,13
Computer skills,13
DHCP,13
Security Requirements,13
Security Procedures,13
CNSSI 1253,13
Google Cloud,13
Perl,13
Health Insurance,13
Sales,13
Load balancing,13
Intrusion detection,13
Presentation skills,13
Technical Leadership,13
Application security,13
Coaching,13
Network Switches,13
System Management,13
Security Operations,13
Vulnerability assessments,13
Security protocols,13
VMware,13
Emergency Lighting,13
Came/ BPT,13
Adaptability,13
Research,13
Fire Alarm Systems,13
Security Awareness,13
Network Architecture,13
Vulnerability Assessments,13
IPv4,13
IPv6,13
TCP/UDP,13
Best Practices,13
Threat Detection,13
Security systems,13
Certifications,13
Endpoint Protection,13
eMASS,13
PCI compliance,12
Dynamic Application Security Testing (DAST) Tools,12
Risk Mitigation,12
OSPF,12
CyberArk,12
Integration,12
Windows Server,12
Software development,12
Threat intelligence,12
Security solutions,12
Testing,12
Security Design,12
Master's Degree,12
OAuth,12
Security Assessment,12
Privacy,12
Data Loss Prevention,12
MIS,12
Linux Operating Systems,12
Network IDS/IPS,12
Network Decryption,12
Network Service Chains,12
SIEM Platforms,12
US Citizenship,12
Professionalism,12
Fire Alarms,12
Security Technologies,12
ICD 503,12
CCNP Security,12
GIAC,12
Network Access Control,12
Network engineering,12
Technical Documentation,12
CIS Controls,12
SSL,12
Security Groups,12
Configuration Management,12
Excel,12
Hardware,11
Load balancers,11
Regulatory compliance,11
Security procedures,11
TOGAF,11
SAST,11
DAST,11
Proxy,11
FIDO/FIDO2,11
Passwordless,11
Analysis,11
MPLS,11
Security Incident Response,11
Negotiation,11
.NET,11
Microsoft Office,11
Certificate of Cloud Security Knowledge (CCSK),11
Fortinet,11
STEM,11
Creativity,11
Equal Opportunity Employer,11
Identity Management,11
Security Applications,11
Backup & Restore Solutions,11
ACL,11
Malware analysis,11
VPNs,11
IPAM Solutions,11
GSLC,11
Application Centric Infrastructure,11
Intruder alarms,11
Perimeter Protection,11
Gate Automation,11
Fire and Security Systems,11
Protocols,11
Systems Analysis,11
UNIX,11
Cybersecurity Engineering,11
NIST SP 80053,11
SOX,11
Wireshark,11
Presentation Skills,11
Client communication skills,11
Security & Access Control Management,11
API Implementation and Management,11
CCSK,11
Network architecture,11
SMTP,11
NIST CSF,11
Vulnerability analysis,11
Agile Methodologies,11
DAOs,11
Software Security,10
Security Analysis,10
Data security,10
Software,10
Vulnerabilities,10
Scrum,10
Assessment Tools for Cloud Security,10
Cloud Critical Security,10
Identity management,10
Remediation,10
Configuration,10
System security,10
Agile Development,10
Network,10
Endpoint security,10
Decision making,10
HTTP/HTTPS,10
Top Secret clearance,10
C#,10
Programming languages,10
ISAAP,10
LAN/WAN Architectures,10
Malware Analysis,10
Web application security,10
Disaster recovery,10
Network Operations,10
Route/Switch Technologies,10
Life Assurance,10
Systems Architecture,10
Diversity,10
Full Driving Licence,10
IPS/IDS,10
Storage Services,10
User Access Management,10
Juniper,10
SNMP,10
Linux OS,10
Machine Learning,10
Golang,10
SDWAN,10
Embedded Systems,10
LAN,10
COMSEC,10
UDP,10
Best practices,9
Center for Internet Security (CIS) Controls,9
Software as a Service (SaaS),9
Microservices,9
Security Documentation,9
Firmware,9
Infrastructure security,9
Team leadership,9
Initiative,9
Team Leadership,9
Development,9
AuthZ,9
AuthN,9
Windows Hello,9
C/C++,9
Paid Time Off,9
Open Policy Agent,9
GitHub,9
Security requirements,9
Change management,9
Empathy,9
Software Assurance,9
Web Application Firewall,9
Technologies,9
Programming Language,9
Technology,9
Cybersecurity Compliance,9
Antivirus Systems,9
Security incident response,9
Identity and access management,9
Security Controls Gap Analysis,9
Network Microsegmentation,9
Good Judgment,9
Project Leadership,9
Enterprise Wireless,9
Top Secret Clearance,9
HTML,9
Next Gen Firewalls,9
TS/SCI clearance,9
Servicing,9
System Integration,9
Systems Administration,9
Chef,9
Inclusion,9
Telecommunications,9
Budgeting,9
Technical writing,9
Leadership skills,9
Commissioning,9
Intruder,9
Cash4Windows,9
Devops,9
Security Incidents,9
SDLC,9
Security tools,9
Process Automation,9
Vulnerability scanning,9
Data Analytics,9
Zero Trust,9
Pacu,9
Aquasecurity Cloudsploit,9
Information assurance,9
Security Risk Assessment,9
Security Management,9
Resiliency,9
Direct Connect,9
Transit Gateway,9
NACLs,9
Microsoft Office Suite,9
Windows Server 2016,9
Windows Server 2019,9
Security testing,9
Stakeholder Management,9
WAN,9
TCP,9
SAP,9
Security Architect,8
Risk analysis,8
Networks,8
Scalability,8
Regulations,8
Infrastructure as a Service (IaaS),8
Technical Support,8
SABSA,8
Scripting Languages,8
Security Training,8
Team Player,8
PCI Compliance,8
DevOps / DevSecOps,8
API gateways and API security,8
Zero Trust security,8
Network protocols,8
Containers,8
Storage,8
OSI Layers,8
TCP/UDP/ICMP,8
SMTP/SMTPS,8
SSH/SFTP/SCP,8
Regular expressions,8
Benefits,8
Zero Trust Methodology,8
Computer Skills,8
Dynamic Application Security Testing (DAST),8
Compliance as Code,8
System Administration,8
Applications,8
Security operations,8
CSSLP,8
Dental Insurance,8
Red Teaming,8
Metasploit,8
Power Shell,8
Security assessments,8
SelfMotivation,8
Security Infrastructure,8
System design,8
Consulting,8
Data privacy,8
Security Administration,8
Load Balancing Technologies,8
Network Management,8
Critical thinking,8
CAP,8
Service Levels,8
Catalyst,8
Work Experience,8
Remote Work,8
IT savvy,8
Zscaler,8
Systems Security Engineering,8
SOC2,8
MacOS,8
Generic Analogue Systems,8
Competitive Salary,8
Active Secret Clearance,8
Ethical hacking,8
Motivation,8
Commitment,8
Test and Evaluation,8
System Test and Analysis,8
Systems Engineering Studies,8
Security Content Automation Protocol (SCAP),8
MS Windows,8
NIST Risk Management Framework (RMF),8
Physical Security,8
Security Certifications,8
CIS Benchmarks,8
Leadership Skills,8
Log analysis,8
Software Development Lifecycle,8
Network Architecture and Design,8
Agile methodologies,8
Risk mitigation,8
SOC,8
Frameworks,8
Application Development,8
System Security Engineering,8
Cloud infrastructure,8
Digital forensics,8
Incident Management,8
Security Consulting,8
PCI DSS,8
STIGs,8
Security Operations Center (SOC),8
Visio,8
Word,8
Security frameworks,8
Incident management,8
Network infrastructure,8
DeFi,8
NFTs,8
Blockchain Security,8
MITRE ATT&CK,8
VMWare,8
Technical leadership,7
Methodologies,7
Security strategy,7
NIST Cybersecurity Framework,7
Product Security,7
Cloud Solutions,7
Evaluation,7
Azure Active Directory,7
Single SignOn,7
Computer engineering,7
Paid Holidays,7
IAM solutions,7
Threat Mitigation,7
CloudTrail,7
Presentation,7
Systems,7
Technical documentation,7
Email analysis,7
Email header analysis,7
Embedded systems,7
Mac,7
Data Encryption,7
Business Continuity,7
Microsoft 365,7
Kali Linux,7
Red/Blue Team Exercises,7
Network MicroSegmentation,7
Network Cybersecurity,7
MFA,7
MDM,7
Vulnerability Analysis,7
Selfmotivation,7
Technical Security Assessment,7
Cloud technologies,7
Cisco ACI,7
High Speed Cable or Fiber,7
Network Security Engineer,7
NoSQL,7
Datacenter Core Switching,7
Access Layer Switching,7
Security Protocols,7
AntiTamper,7
Oral communication,7
Amazon Web Services (AWS),7
CI/CD Pipelines,7
Management,7
Patch Management,7
IT Infrastructure,7
Security audits,7
Python scripting,7
Verification,7
Validation,7
Application development,7
High School Diploma,7
Employee Recognition Scheme,7
British Standards,7
Feedback,7
OWASP Top 10,7
Reports,7
Security +,7
Avigilon,7
Intruder alarm systems,7
Threat Hunting,7
Intruder Alarm Systems,7
Enterprise Security,7
Emergency lighting,7
Network monitoring,7
Information Assurance (IA),7
Secure Software Development,7
Threat Modelling,7
SCADA,7
Network access control,7
Web application firewalls,7
CISSP certification,7
Software as a service,7
Infrastructure as a service,7
Auditing,7
Network design,7
Risk assessments,7
Offensive Security,7
PMP,7
CloudWatch,7
NTP,7
Security monitoring,7
Threat hunting,7
Intrusion Prevention,7
VLANs,7
Vendor Management,7
Detection,7
CloudFormation,7
Remote work,7
Metrics,7
Embedded Linux,7
Techniques,7
Digital Forensics,7
Web Application Firewalls,7
Network Monitoring,7
Key Management,7
Network Troubleshooting,7
Network security principles,7
Cisco Firepower,7
Security+ CE,7
OSWE,7
Sec+,7
Compliance frameworks,6
Zero Trust Architecture,6
Consultative skills,6
Tokenization,6
Secure Coding,6
Computing,6
Root cause analysis,6
Organization,6
Proposals,6
Palo Alto firewalls,6
Security Posture,6
Identity federation (SAML OAuth OpenID Connect),6
System Architecture,6
Security Policies and Procedures,6
Automation tools,6
Data analysis platform,6
Security Implementation,6
Team Building,6
Curiosity,6
CrowdStrike,6
Designing,6
Coordination,6
DOORS,6
Network Technologies,6
Infrastructure as Code (IaC),6
OIDC,6
U.S. citizenship,6
REST,6
Emerging Technologies,6
Cloud Architecture,6
Application control,6
Network microsegmentation,6
ITIL processes,6
Escalation,6
Network Security Tools,6
AD,6
Configuration management,6
Information Technology platforms and systems,6
DevOps Security,6
ZeroTrust,6
Enterprise Wireless Solutions,6
Intrusion detection systems,6
IAM Level III,6
CSS,6
Network Infrastructure Technologies,6
Related Work Experience,6
Metadata analysis,6
Cyber intelligence,6
Knowledge sharing,6
Email authentication protocols,6
Microprocessors,6
Analytical Thinking,6
Cloud Baseline management tools,6
JIRA,6
Supply Chain Risk Management,6
Operational Technology,6
Federal Information Assurance,6
Systems/Equipment Support,6
System Requirements definition and analysis,6
Specifications,6
Certification and Accreditation,6
DoD 8570,6
NIST SP 80037,6
EIGRP,6
Data Loss Prevention (DLP),6
New Technologies,6
Unix,6
Security Strategies,6
Security Governance,6
IT skills,6
DFARS,6
Angular,6
Master's degree,6
Azure AD,6
Security Services,6
Software Design,6
Network Segmentation,6
Security Guidelines,6
Product Development,6
Fault finding,6
System management,6
Bachelor's degree in Computer Science,6
Defensive Security,6
SASE,6
Security compliance,6
Microsoft Windows,6
NISPOM,6
GuardDuty,6
Audits,6
Security Reviews,6
Databricks,6
ForeScout,6
IP,6
Cloud Security Posture Management,6
DoD Secret Clearance,6
GCED,6
Network Administration,6
U.S. Work Eligibility,6
Operations,6
Policies and Procedures,6
Analytics,6
Cyber Security Architect,6
Containerization,6
DoD Secret Security Clearance,6
Amazon Web Services,6
Equal opportunity employer,6
Elasticsearch,6
PowerPoint,6
Tools,6
Cisco ASA,6
Email Security,6
Continuous Improvement,6
ACT,6
Web 3.0,6
Learning,6
SSL/TLS,6
Network Vulnerability Scanner,6
Web Scanner,6
Database Scanner,6
Scripting languages,6
Vulnerability Research,6
Pentest+,6
CDN,6
Load Balancer,6
Mitigation,6
TCP/IP networking,6
Offensive and Defensive Security,6
Security Certification,5
Logging,5
Processes,5
Cloud Security Knowledge (CCSK),5
CISSPISSAP,5
AWS Security,5
Web Application Security,5
Routing Protocols,5
Security Incident Management,5
SC Clearance,5
Key Management Systems,5
Scheduling,5
TS/SCI Clearance,5
Sailpoint,5
Electrical engineering,5
Business Development,5
ISIS,5
SaaS security (Google Workspace Salesforce Workday Atlassian),5
Cloudbased storage and data management systems,5
Healthcare,5
Web services,5
Azure DevOps,5
Network administration,5
Cyber threat landscape,5
Graphical representation,5
Verbal representation,5
Phishing attacks,5
Advanced persistent threat (APT) groups,5
Equity,5
Center for Internet Security (CIS) Controls for Cloud Critical Security,5
System Security Plans,5
Cameo,5
Computer Information Systems,5
Diversity and inclusion,5
Health insurance,5
CISSPISSEP,5
Life Insurance,5
Node.js,5
Continuous Learning,5
Security posture,5
Software as a Service,5
Mentorship,5
Deployment,5
Security applications,5
COVID19 vaccination,5
OT Cybersecurity,5
LAN/WAN,5
Network Admin,5
System Admin,5
Cloud Admin,5
Perimeter,5
End Point,5
Security Operation Center,5
AV,5
Salesforce,5
Microsoft Defender,5
Intrusion prevention,5
Security consulting,5
Identity and Access Management (IAM),5
Knowledge Sharing,5
Diversity and Inclusion,5
Relocation to Madison WI,5
Veracode,5
HIPAA/HITECH,5
Cisco Catalyst,5

total_count,34033,total_skills,13517
